"ид_события","ид_канала_данных","дата","время","тревожное","значение_датчика"
4524682745,196727,"2026-08-01","10:36:30",false,"0.01"
4524682785,196746,"2026-08-01","10:36:32",false,"0.01"
4524682816,196727,"2026-08-01","10:36:34",false,"0.00"
4524682830,196725,"2026-08-01","10:36:35",false,"0.00"
4524682846,196727,"2026-08-01","10:36:36",false,"0.01"
4524682878,196727,"2026-08-01","10:36:38",false,"0.00"
4524682904,196760,"2026-08-01","10:36:39",false,"0.01"
4524682913,196729,"2026-08-01","10:36:40",false,"0.00"
4524682959,196756,"2026-08-01","10:36:42",false,"0.01"
4524682980,196746,"2026-08-01","10:36:43",false,"0.00"
4524682993,196738,"2026-08-01","10:36:44",false,"0.01"
4524682992,196734,"2026-08-01","10:36:44",false,"0.01"
4524683026,196774,"2026-08-01","10:36:46",false,"0.01"
4524683057,196727,"2026-08-01","10:36:48",false,"0.01"
4524683051,196775,"2026-08-01","10:36:48",false,"0.01"
4524683068,196775,"2026-08-01","10:36:49",false,"0.00"
4524683120,196768,"2026-08-01","10:36:51",false,"0.01"
4524683119,196765,"2026-08-01","10:36:51",false,"0.00"
4524683116,196775,"2026-08-01","10:36:51",false,"0.01"
4524683141,196738,"2026-08-01","10:36:52",false,"0.00"
4524683139,196774,"2026-08-01","10:36:52",false,"0.00"
4524683136,196777,"2026-08-01","10:36:52",false,"0.01"
4524683158,196727,"2026-08-01","10:36:53",false,"0.00"
4524683171,196738,"2026-08-01","10:36:54",false,"0.01"
4524683166,196777,"2026-08-01","10:36:54",false,"0.00"
4524683189,196746,"2026-08-01","10:36:56",false,"0.01"
4524683213,196796,"2026-08-01","10:36:57",false,"0.00"
4524683219,196746,"2026-08-01","10:36:58",false,"0.00"
4524683216,196762,"2026-08-01","10:36:58",false,"0.00"
4524683245,196726,"2026-08-01","10:36:59",false,"0.01"
4524683242,196775,"2026-08-01","10:36:59",false,"0.00"
4524683254,196760,"2026-08-01","10:37:00",false,"0.00"
4524683253,196755,"2026-08-01","10:37:00",false,"0.01"
4524683311,196790,"2026-08-01","10:37:02",false,"0.01"
4524683299,196760,"2026-08-01","10:37:02",false,"0.01"
4524683296,196756,"2026-08-01","10:37:02",false,"0.00"
4524683336,196760,"2026-08-01","10:37:04",false,"0.00"
4524683385,196746,"2026-08-01","10:37:06",false,"0.01"
4524683375,196790,"2026-08-01","10:37:06",false,"0.00"
4524683374,196726,"2026-08-01","10:37:06",false,"0.00"
4524683372,196734,"2026-08-01","10:37:06",false,"0.00"
4524683396,196796,"2026-08-01","10:37:07",false,"0.01"
4524683429,196756,"2026-08-01","10:37:08",false,"0.01"
4524683422,196786,"2026-08-01","10:37:08",false,"0.00"
4524683443,196784,"2026-08-01","10:37:09",false,"0.01"
4524683464,196756,"2026-08-01","10:37:10",false,"0.00"
4524683454,196729,"2026-08-01","10:37:10",false,"0.01"
4524683450,196727,"2026-08-01","10:37:10",false,"0.01"
4524683492,196746,"2026-08-01","10:37:12",false,"0.00"
4524683501,196789,"2026-08-01","10:37:13",false,"0.01"
4524683514,196729,"2026-08-01","10:37:14",false,"0.00"
4524683537,196759,"2026-08-01","10:37:15",false,"0.03"
4524683552,196762,"2026-08-01","10:37:16",false,"0.01"
4524683548,196727,"2026-08-01","10:37:16",false,"0.00"
4524683540,196780,"2026-08-01","10:37:16",false,"0.01"
4524683567,196759,"2026-08-01","10:37:17",false,"0.00"
4524683560,196789,"2026-08-01","10:37:17",false,"0.00"
4524683571,196793,"2026-08-01","10:37:18",false,"0.01"
4524683569,196774,"2026-08-01","10:37:18",false,"0.01"
4524683568,196745,"2026-08-01","10:37:18",false,"0.01"
4524683580,196759,"2026-08-01","10:37:19",false,"0.03"
4524683584,196784,"2026-08-01","10:37:20",false,"0.00"
4524683583,196780,"2026-08-01","10:37:20",false,"0.00"
4524683605,196729,"2026-08-01","10:37:21",false,"0.01"
4524683637,196768,"2026-08-01","10:37:23",false,"0.00"
4524683629,196745,"2026-08-01","10:37:23",false,"0.00"
4524683650,196784,"2026-08-01","10:37:24",false,"0.01"
4524683649,196780,"2026-08-01","10:37:24",false,"0.01"
4524683669,196775,"2026-08-01","10:37:25",false,"0.01"
4524683667,196745,"2026-08-01","10:37:25",false,"0.01"
4524683683,196743,"2026-08-01","10:37:26",false,"0.01"
4524683680,196784,"2026-08-01","10:37:26",false,"0.00"
4524683696,196775,"2026-08-01","10:37:27",false,"0.00"
4524683689,196759,"2026-08-01","10:37:27",false,"0.06"
4524683708,196755,"2026-08-01","10:37:28",false,"0.00"
4524683738,196762,"2026-08-01","10:37:30",false,"0.02"
4524683745,196759,"2026-08-01","10:37:31",false,"0.03"
4524683771,196743,"2026-08-01","10:37:32",false,"0.00"
4524683764,196774,"2026-08-01","10:37:32",false,"0.00"
4524683792,196774,"2026-08-01","10:37:33",false,"0.01"
4524683790,196768,"2026-08-01","10:37:33",false,"0.01"
4524683789,196767,"2026-08-01","10:37:33",false,"0.01"
4524683784,196775,"2026-08-01","10:37:33",false,"0.01"
4524683774,196723,"2026-08-01","10:37:33",false,"0.01"
4524683805,196767,"2026-08-01","10:37:34",false,"0.00"
4524683798,196762,"2026-08-01","10:37:34",false,"0.01"
4524683797,196755,"2026-08-01","10:37:34",false,"0.01"
4524683818,196775,"2026-08-01","10:37:35",false,"0.00"
4524683810,196759,"2026-08-01","10:37:35",false,"0.06"
4524683828,196762,"2026-08-01","10:37:36",false,"0.02"
4524683838,196759,"2026-08-01","10:37:37",false,"0.00"
4524683863,196767,"2026-08-01","10:37:38",false,"0.01"
4524683862,196777,"2026-08-01","10:37:38",false,"0.01"
4524683849,196760,"2026-08-01","10:37:38",false,"0.01"
4524683881,196774,"2026-08-01","10:37:39",false,"0.00"
4524683878,196745,"2026-08-01","10:37:39",false,"0.00"
4524683893,196762,"2026-08-01","10:37:40",false,"0.01"
4524683892,196755,"2026-08-01","10:37:40",false,"0.00"
4524683903,196764,"2026-08-01","10:37:41",false,"0.01"
4524683936,196767,"2026-08-01","10:37:43",false,"0.00"
4524683934,196764,"2026-08-01","10:37:43",false,"0.00"
4524683960,196755,"2026-08-01","10:37:44",false,"0.01"
4524683959,196729,"2026-08-01","10:37:44",false,"0.00"
4524683968,196764,"2026-08-01","10:37:45",false,"0.01"
4524683983,196738,"2026-08-01","10:37:46",false,"0.00"
4524683978,196775,"2026-08-01","10:37:46",false,"0.01"
4524684008,196774,"2026-08-01","10:37:48",false,"0.01"
4524684035,196755,"2026-08-01","10:37:49",false,"0.00"
4524684027,196796,"2026-08-01","10:37:49",false,"0.02"
4524684040,196774,"2026-08-01","10:37:50",false,"0.00"
4524684067,196790,"2026-08-01","10:37:52",false,"0.01"
4524684090,196728,"2026-08-01","10:37:53",false,"0.01"
4524684088,196796,"2026-08-01","10:37:53",false,"0.01"
4524684108,196738,"2026-08-01","10:37:54",false,"0.01"
4524684097,196774,"2026-08-01","10:37:54",false,"0.01"
4524684131,196796,"2026-08-01","10:37:55",false,"0.02"
4524684140,196777,"2026-08-01","10:37:56",false,"0.00"
4524684168,196762,"2026-08-01","10:37:57",false,"0.00"
4524684177,196793,"2026-08-01","10:37:58",false,"0.02"
4524684176,196790,"2026-08-01","10:37:58",false,"0.00"
4524684197,196726,"2026-08-01","10:37:59",false,"0.01"
4524684219,196790,"2026-08-01","10:38:00",false,"0.01"
4524684202,196760,"2026-08-01","10:38:00",false,"0.00"
4524684201,196755,"2026-08-01","10:38:00",false,"0.01"
4524684234,196796,"2026-08-01","10:38:01",false,"0.00"
4524684255,196790,"2026-08-01","10:38:02",false,"0.00"
4524684248,196764,"2026-08-01","10:38:02",false,"0.00"
4524684279,196796,"2026-08-01","10:38:03",false,"0.01"
4524684273,196752,"2026-08-01","10:38:03",false,"0.01"
4524684314,196793,"2026-08-01","10:38:05",false,"0.01"
4524684312,196728,"2026-08-01","10:38:05",false,"0.02"
4524684309,196767,"2026-08-01","10:38:05",false,"0.01"
4524684304,196752,"2026-08-01","10:38:05",false,"0.00"
4524684327,196764,"2026-08-01","10:38:06",false,"0.01"
4524684352,196793,"2026-08-01","10:38:07",false,"0.02"
4524684343,196752,"2026-08-01","10:38:07",false,"0.01"
4524684388,196768,"2026-08-01","10:38:09",false,"0.00"
4524684423,196768,"2026-08-01","10:38:11",false,"0.01"
4524684415,196745,"2026-08-01","10:38:11",false,"0.01"
4524684404,196790,"2026-08-01","10:38:11",false,"0.01"
4524684435,196768,"2026-08-01","10:38:12",false,"0.00"
4524684427,196790,"2026-08-01","10:38:12",false,"0.00"
4524684450,196745,"2026-08-01","10:38:13",false,"0.00"
4524684466,196752,"2026-08-01","10:38:14",false,"0.00"
4524684460,196790,"2026-08-01","10:38:14",false,"0.01"
4524684459,196728,"2026-08-01","10:38:14",false,"0.03"
4524684491,196775,"2026-08-01","10:38:15",false,"0.00"
4524684477,196771,"2026-08-01","10:38:15",false,"0.01"
4524684476,196768,"2026-08-01","10:38:15",false,"0.01"
4524684475,196767,"2026-08-01","10:38:15",false,"0.00"
4524684501,196728,"2026-08-01","10:38:16",false,"0.09"
4524684500,196727,"2026-08-01","10:38:16",false,"0.01"
4524684499,196726,"2026-08-01","10:38:16",false,"0.00"
4524684521,196775,"2026-08-01","10:38:17",false,"0.01"
4524684528,196728,"2026-08-01","10:38:18",false,"0.11"
4524684527,196738,"2026-08-01","10:38:18",false,"0.00"
4524684562,196784,"2026-08-01","10:38:19",false,"0.01"
4524684555,196796,"2026-08-01","10:38:19",false,"0.02"
4524684581,196752,"2026-08-01","10:38:20",false,"0.01"
4524684574,196793,"2026-08-01","10:38:20",false,"0.00"
4524684573,196790,"2026-08-01","10:38:20",false,"0.00"
4524684570,196728,"2026-08-01","10:38:20",false,"0.04"
4524684567,196726,"2026-08-01","10:38:20",false,"0.01"
4524684588,196728,"2026-08-01","10:38:21",false,"0.03"
4524684587,196771,"2026-08-01","10:38:21",false,"0.00"
4524684604,196784,"2026-08-01","10:38:22",false,"0.00"
4524684626,196771,"2026-08-01","10:38:23",false,"0.01"
4524684647,196775,"2026-08-01","10:38:24",false,"0.00"
4524684661,196768,"2026-08-01","10:38:25",false,"0.02"
4524684660,196764,"2026-08-01","10:38:25",false,"0.00"
4524684683,196784,"2026-08-01","10:38:26",false,"0.01"
4524684704,196726,"2026-08-01","10:38:27",false,"0.00"
4524684703,196768,"2026-08-01","10:38:27",false,"0.00"
4524684713,196780,"2026-08-01","10:38:28",false,"0.00"
4524684723,196768,"2026-08-01","10:38:29",false,"0.01"
4524684722,196764,"2026-08-01","10:38:29",false,"0.01"
4524684750,196723,"2026-08-01","10:38:30",false,"0.00"
4524684766,196779,"2026-08-01","10:38:31",false,"0.01"
4524684788,196774,"2026-08-01","10:38:32",false,"0.00"
4524684785,196780,"2026-08-01","10:38:32",false,"0.01"
4524684781,196755,"2026-08-01","10:38:32",false,"0.00"
4524684818,196726,"2026-08-01","10:38:33",false,"0.01"
4524684812,196768,"2026-08-01","10:38:33",false,"0.00"
4524684833,196784,"2026-08-01","10:38:34",false,"0.00"
4524684829,196751,"2026-08-01","10:38:34",false,"0.01"
4524684855,196779,"2026-08-01","10:38:35",false,"0.00"
4524684854,196775,"2026-08-01","10:38:35",false,"0.01"
4524684876,196784,"2026-08-01","10:38:36",false,"0.01"
4524684874,196780,"2026-08-01","10:38:36",false,"0.00"
4524684902,196784,"2026-08-01","10:38:38",false,"0.00"
4524684934,196763,"2026-08-01","10:38:40",false,"0.01"
4524684927,196785,"2026-08-01","10:38:40",false,"0.01"
4524684924,196726,"2026-08-01","10:38:40",false,"0.00"
4524684970,196763,"2026-08-01","10:38:42",false,"0.00"
4524684966,196785,"2026-08-01","10:38:42",false,"0.00"
4524684962,196742,"2026-08-01","10:38:42",false,"0.01"
4524684993,196775,"2026-08-01","10:38:43",false,"0.00"
4524684980,196734,"2026-08-01","10:38:43",false,"0.01"
4524685002,196728,"2026-08-01","10:38:44",false,"0.01"
4524684999,196785,"2026-08-01","10:38:44",false,"0.01"
4524685022,196752,"2026-08-01","10:38:45",false,"0.00"
4524685008,196764,"2026-08-01","10:38:45",false,"0.00"
4524685048,196738,"2026-08-01","10:38:47",false,"0.01"
4524685047,196734,"2026-08-01","10:38:47",false,"0.00"
4524685069,196734,"2026-08-01","10:38:48",false,"0.01"
4524685068,196728,"2026-08-01","10:38:48",false,"0.00"
4524685100,196759,"2026-08-01","10:38:49",false,"0.03"
4524685082,196768,"2026-08-01","10:38:49",false,"0.01"
4524685109,196734,"2026-08-01","10:38:50",false,"0.00"
4524685131,196759,"2026-08-01","10:38:51",false,"0.00"
4524685125,196768,"2026-08-01","10:38:51",false,"0.00"
4524685144,196738,"2026-08-01","10:38:52",false,"0.00"
4524685143,196734,"2026-08-01","10:38:52",false,"0.01"
3441376395,210643,"2026-08-01","10:38:52",false,Включен
4524685167,196759,"2026-08-01","10:38:53",false,"0.03"
4524685159,196743,"2026-08-01","10:38:53",false,"0.01"
4524685182,196741,"2026-08-01","10:38:54",false,"0.01"
4524685231,196764,"2026-08-01","10:38:57",false,"0.01"
4524685257,196752,"2026-08-01","10:38:59",false,"0.01"
4524685282,196785,"2026-08-01","10:39:00",false,"0.00"
4524685295,196764,"2026-08-01","10:39:01",false,"0.00"
4524685317,196775,"2026-08-01","10:39:02",false,"0.01"
4524685338,196768,"2026-08-01","10:39:03",false,"0.01"
4524685337,196779,"2026-08-01","10:39:03",false,"0.01"
4524685358,196785,"2026-08-01","10:39:04",false,"0.01"
4524685354,196780,"2026-08-01","10:39:04",false,"0.01"
4524685379,196742,"2026-08-01","10:39:05",false,"0.02"
4524685398,196780,"2026-08-01","10:39:06",false,"0.00"
4524685432,196742,"2026-08-01","10:39:07",false,"0.03"
4524685423,196779,"2026-08-01","10:39:07",false,"0.00"
4524685457,196790,"2026-08-01","10:39:08",false,"0.01"
4524685454,196734,"2026-08-01","10:39:08",false,"0.00"
4524685442,196763,"2026-08-01","10:39:08",false,"0.01"
4524685466,196768,"2026-08-01","10:39:09",false,"0.00"
4524685490,196790,"2026-08-01","10:39:10",false,"0.00"
4524685515,196785,"2026-08-01","10:39:11",false,"0.00"
4524685491,196741,"2026-08-01","10:39:11",false,"0.00"
4524685528,196784,"2026-08-01","10:39:12",false,"0.01"
4524685524,196763,"2026-08-01","10:39:12",false,"0.00"
4524685518,196727,"2026-08-01","10:39:12",false,"0.00"
4524685553,196775,"2026-08-01","10:39:13",false,"0.00"
4524685571,196779,"2026-08-01","10:39:14",false,"0.01"
4524685561,196742,"2026-08-01","10:39:14",false,"0.02"
4524685579,196732,"2026-08-01","10:39:15",false,"0.01"
4524685601,196779,"2026-08-01","10:39:16",false,"0.00"
4524685597,196742,"2026-08-01","10:39:16",false,"0.03"
4524685609,196732,"2026-08-01","10:39:17",false,"0.00"
4524685603,196771,"2026-08-01","10:39:17",false,"0.00"
4524685645,196784,"2026-08-01","10:39:18",false,"0.00"
4524685624,196765,"2026-08-01","10:39:18",false,"0.01"
4524685667,196775,"2026-08-01","10:39:19",false,"0.01"
4524685687,196784,"2026-08-01","10:39:20",false,"0.01"
4524685684,196779,"2026-08-01","10:39:20",false,"0.01"
4524685682,196746,"2026-08-01","10:39:20",false,"0.01"
4524685673,196742,"2026-08-01","10:39:20",false,"0.02"
4524685669,196765,"2026-08-01","10:39:20",false,"0.00"
4524685720,196751,"2026-08-01","10:39:22",false,"0.00"
4524685723,196784,"2026-08-01","10:39:23",false,"0.00"
4524685756,196746,"2026-08-01","10:39:24",false,"0.00"
4524685741,196775,"2026-08-01","10:39:24",false,"0.00"
4524685759,196779,"2026-08-01","10:39:25",false,"0.00"
4524685783,196742,"2026-08-01","10:39:26",false,"0.00"
4524685799,196771,"2026-08-01","10:39:27",false,"0.01"
4524685795,196779,"2026-08-01","10:39:27",false,"0.01"
4524685808,196784,"2026-08-01","10:39:28",false,"0.01"
4524685828,196779,"2026-08-01","10:39:29",false,"0.00"
4524685845,196729,"2026-08-01","10:39:30",false,"0.01"
4524685841,196785,"2026-08-01","10:39:30",false,"0.01"
4524685839,196784,"2026-08-01","10:39:30",false,"0.00"
4524685852,196779,"2026-08-01","10:39:31",false,"0.01"
4524685874,196729,"2026-08-01","10:39:32",false,"0.00"
4524685871,196785,"2026-08-01","10:39:32",false,"0.00"
4524685865,196775,"2026-08-01","10:39:32",false,"0.01"
4524685899,196775,"2026-08-01","10:39:34",false,"0.00"
4524685917,196764,"2026-08-01","10:39:35",false,"0.01"
4524685938,196723,"2026-08-01","10:39:36",false,"0.01"
4524685936,196785,"2026-08-01","10:39:36",false,"0.01"
4524685957,196796,"2026-08-01","10:39:37",false,"0.03"
4524685952,196764,"2026-08-01","10:39:37",false,"0.00"
4524685972,196785,"2026-08-01","10:39:38",false,"0.00"
4524685967,196780,"2026-08-01","10:39:38",false,"0.01"
4524686004,196784,"2026-08-01","10:39:40",false,"0.01"
4524686052,196775,"2026-08-01","10:39:43",false,"0.01"
4524686073,196771,"2026-08-01","10:39:44",false,"0.00"
4524686064,196755,"2026-08-01","10:39:44",false,"0.01"
4524686086,196779,"2026-08-01","10:39:45",false,"0.00"
4524686080,196759,"2026-08-01","10:39:45",false,"0.00"
4524686100,196780,"2026-08-01","10:39:46",false,"0.00"
4524686108,196732,"2026-08-01","10:39:47",false,"0.01"
4524686134,196771,"2026-08-01","10:39:48",false,"0.01"
4524686133,196780,"2026-08-01","10:39:48",false,"0.01"
4524686173,196725,"2026-08-01","10:39:51",false,"0.01"
4524686166,196780,"2026-08-01","10:39:51",false,"0.00"
4524686193,196732,"2026-08-01","10:39:53",false,"0.00"
4524686214,196729,"2026-08-01","10:39:54",false,"0.01"
4524686236,196752,"2026-08-01","10:39:55",false,"0.00"
4524686235,196745,"2026-08-01","10:39:55",false,"0.01"
4524686262,196761,"2026-08-01","10:39:57",false,"0.01"
4524686281,196755,"2026-08-01","10:39:58",false,"0.02"
4524686279,196729,"2026-08-01","10:39:58",false,"0.00"
4524686290,196743,"2026-08-01","10:39:59",false,"0.00"
4524686305,196755,"2026-08-01","10:40:00",false,"0.01"
4524686319,196755,"2026-08-01","10:40:01",false,"0.02"
4524686325,196774,"2026-08-01","10:40:02",false,"0.01"
4524686376,196767,"2026-08-01","10:40:04",false,"0.01"
4524686360,196729,"2026-08-01","10:40:04",false,"0.01"
4524686381,196761,"2026-08-01","10:40:05",false,"0.02"
4524686387,196784,"2026-08-01","10:40:07",false,"0.00"
4524686404,196761,"2026-08-01","10:40:09",false,"0.01"
4524686444,196774,"2026-08-01","10:40:11",false,"0.00"
4524686519,196761,"2026-08-01","10:40:15",false,"0.00"
4524686515,196729,"2026-08-01","10:40:15",false,"0.00"
4524686565,196743,"2026-08-01","10:40:18",false,"0.01"
4524686642,196771,"2026-08-01","10:40:24",false,"0.00"
4524686652,196761,"2026-08-01","10:40:24",false,"0.01"
4524686639,196780,"2026-08-01","10:40:24",false,"0.01"
4524686662,196727,"2026-08-01","10:40:25",false,"0.01"
4524686661,196726,"2026-08-01","10:40:25",false,"0.01"
4524686684,196761,"2026-08-01","10:40:27",false,"0.00"
4524686700,196727,"2026-08-01","10:40:27",false,"0.00"
4524686728,196726,"2026-08-01","10:40:29",false,"0.00"
4524686718,196775,"2026-08-01","10:40:29",false,"0.02"
4524686734,196760,"2026-08-01","10:40:30",false,"0.01"
4524686746,196725,"2026-08-01","10:40:30",false,"0.00"
4524686758,196768,"2026-08-01","10:40:31",false,"0.01"
4524686776,196725,"2026-08-01","10:40:32",false,"0.01"
4524686769,196767,"2026-08-01","10:40:32",false,"0.00"
4524686777,196738,"2026-08-01","10:40:32",false,"0.01"
4524686770,196768,"2026-08-01","10:40:32",false,"0.00"
4524686792,196775,"2026-08-01","10:40:33",false,"0.01"
4524686798,196786,"2026-08-01","10:40:33",false,"0.01"
4524686814,196768,"2026-08-01","10:40:34",false,"0.01"
4524686812,196783,"2026-08-01","10:40:34",false,"0.01"
4524686818,196738,"2026-08-01","10:40:34",false,"0.00"
4524686821,196725,"2026-08-01","10:40:35",false,"0.00"
4524686848,196768,"2026-08-01","10:40:36",false,"0.00"
4524686833,196786,"2026-08-01","10:40:36",false,"0.00"
4524686839,196755,"2026-08-01","10:40:36",false,"0.01"
4524686854,196725,"2026-08-01","10:40:37",false,"0.01"
4524686881,196777,"2026-08-01","10:40:38",false,"0.01"
4524686871,196738,"2026-08-01","10:40:38",false,"0.01"
4524686877,196755,"2026-08-01","10:40:38",false,"0.02"
4524686891,196755,"2026-08-01","10:40:39",false,"0.01"
4524686911,196779,"2026-08-01","10:40:40",false,"0.01"
4524686896,196786,"2026-08-01","10:40:40",false,"0.01"
4524686900,196726,"2026-08-01","10:40:40",false,"0.01"
4524686910,196777,"2026-08-01","10:40:40",false,"0.00"
4524686921,196780,"2026-08-01","10:40:41",false,"0.00"
4524686916,196755,"2026-08-01","10:40:41",false,"0.00"
4524686935,196783,"2026-08-01","10:40:42",false,"0.00"
4524686964,196783,"2026-08-01","10:40:44",false,"0.01"
4524686957,196738,"2026-08-01","10:40:44",false,"0.00"
4524686985,196775,"2026-08-01","10:40:45",false,"0.00"
4524686972,196726,"2026-08-01","10:40:45",false,"0.00"
4524686993,196723,"2026-08-01","10:40:46",false,"0.00"
4524687029,196772,"2026-08-01","10:40:49",false,"0.01"
4524687037,196726,"2026-08-01","10:40:49",false,"0.01"
4524687063,196726,"2026-08-01","10:40:51",false,"0.00"
4524687084,196755,"2026-08-01","10:40:53",false,"0.01"
4524687106,196725,"2026-08-01","10:40:55",false,"0.00"
4524687105,196796,"2026-08-01","10:40:55",false,"0.04"
4524687155,196779,"2026-08-01","10:40:58",false,"0.00"
4524687156,196780,"2026-08-01","10:40:58",false,"0.01"
4524687172,196730,"2026-08-01","10:40:59",false,"0.01"
4524687179,196783,"2026-08-01","10:41:00",false,"0.00"
4524687194,196745,"2026-08-01","10:41:01",false,"0.00"
4524687211,196779,"2026-08-01","10:41:02",false,"0.01"
4524687231,196780,"2026-08-01","10:41:03",false,"0.00"
4524687235,196730,"2026-08-01","10:41:03",false,"0.00"
4524687232,196765,"2026-08-01","10:41:03",false,"0.01"
4524687256,196780,"2026-08-01","10:41:05",false,"0.01"
4524687268,196751,"2026-08-01","10:41:06",false,"0.01"
4524687291,196726,"2026-08-01","10:41:07",false,"0.01"
4524687309,196783,"2026-08-01","10:41:08",false,"0.01"
4524687329,196726,"2026-08-01","10:41:10",false,"0.00"
4524687365,196726,"2026-08-01","10:41:12",false,"0.01"
4524687366,196785,"2026-08-01","10:41:12",false,"0.01"
4524687426,196761,"2026-08-01","10:41:15",false,"0.01"
4524687423,196743,"2026-08-01","10:41:15",false,"0.00"
4524687443,196756,"2026-08-01","10:41:16",false,"0.01"
4524687462,196761,"2026-08-01","10:41:17",false,"0.00"
4524687470,196738,"2026-08-01","10:41:18",false,"0.01"
4524687472,196731,"2026-08-01","10:41:18",false,"0.01"
4524687473,196756,"2026-08-01","10:41:18",false,"0.00"
4524687471,196723,"2026-08-01","10:41:18",false,"0.01"
4524687495,196761,"2026-08-01","10:41:19",false,"0.01"
4524687494,196760,"2026-08-01","10:41:19",false,"0.00"
4524687484,196765,"2026-08-01","10:41:19",false,"0.00"
4524687491,196726,"2026-08-01","10:41:19",false,"0.00"
4524687509,196738,"2026-08-01","10:41:20",false,"0.00"
4524687525,196726,"2026-08-01","10:41:21",false,"0.01"
4524687526,196789,"2026-08-01","10:41:21",false,"0.01"
4524687532,196771,"2026-08-01","10:41:22",false,"0.01"
4524687547,196768,"2026-08-01","10:41:23",false,"0.01"
4524687555,196755,"2026-08-01","10:41:23",false,"0.00"
4524687561,196771,"2026-08-01","10:41:24",false,"0.00"
4524687563,196786,"2026-08-01","10:41:24",false,"0.00"
4524687585,196726,"2026-08-01","10:41:25",false,"0.00"
4524687589,196755,"2026-08-01","10:41:25",false,"0.01"
4524687597,196732,"2026-08-01","10:41:26",false,"0.01"
4524687599,196756,"2026-08-01","10:41:26",false,"0.01"
4524687614,196786,"2026-08-01","10:41:27",false,"0.01"
4524687617,196755,"2026-08-01","10:41:28",false,"0.00"
4524687623,196732,"2026-08-01","10:41:28",false,"0.00"
4524687636,196786,"2026-08-01","10:41:29",false,"0.00"
4524687653,196723,"2026-08-01","10:41:30",false,"0.00"
4524687682,196783,"2026-08-01","10:41:32",false,"0.00"
4524687689,196723,"2026-08-01","10:41:32",false,"0.01"
4524687708,196762,"2026-08-01","10:41:34",false,"0.01"
4524687717,196723,"2026-08-01","10:41:34",false,"0.00"
4524687718,196731,"2026-08-01","10:41:34",false,"0.00"
4524687762,196731,"2026-08-01","10:41:36",false,"0.01"
4524687774,196793,"2026-08-01","10:41:37",false,"0.01"
4524687768,196761,"2026-08-01","10:41:37",false,"0.00"
4524687803,196739,"2026-08-01","10:41:39",false,"0.01"
4524687817,196768,"2026-08-01","10:41:40",false,"0.00"
4524687885,196763,"2026-08-01","10:41:44",false,"0.01"
4524687870,196793,"2026-08-01","10:41:44",false,"0.00"
4524687902,196780,"2026-08-01","10:41:45",false,"0.00"
4524687934,196785,"2026-08-01","10:41:46",false,"0.00"
4524687906,196772,"2026-08-01","10:41:46",false,"0.00"
4524687935,196780,"2026-08-01","10:41:46",false,"0.01"
4524687946,196783,"2026-08-01","10:41:47",false,"0.01"
4524687968,196793,"2026-08-01","10:41:48",false,"0.01"
4524687967,196790,"2026-08-01","10:41:48",false,"0.01"
4524687961,196780,"2026-08-01","10:41:48",false,"0.00"
4524687975,196756,"2026-08-01","10:41:49",false,"0.00"
4524687980,196751,"2026-08-01","10:41:49",false,"0.00"
4524687981,196779,"2026-08-01","10:41:49",false,"0.00"
4524688012,196790,"2026-08-01","10:41:50",false,"0.00"
4524688003,196763,"2026-08-01","10:41:50",false,"0.00"
4524688033,196763,"2026-08-01","10:41:52",false,"0.01"
4524688052,196779,"2026-08-01","10:41:53",false,"0.01"
4524688041,196790,"2026-08-01","10:41:53",false,"0.01"
4524688053,196783,"2026-08-01","10:41:53",false,"0.00"
4524688069,196790,"2026-08-01","10:41:55",false,"0.00"
4524688070,196793,"2026-08-01","10:41:55",false,"0.00"
4524688096,196784,"2026-08-01","10:41:56",false,"0.01"
4524688105,196785,"2026-08-01","10:41:57",false,"0.01"
4524688106,196790,"2026-08-01","10:41:57",false,"0.01"
4524688134,196775,"2026-08-01","10:41:58",false,"0.01"
4524688140,196731,"2026-08-01","10:41:59",false,"0.00"
4524688137,196790,"2026-08-01","10:41:59",false,"0.00"
4524688151,196779,"2026-08-01","10:41:59",false,"0.00"
4524688143,196756,"2026-08-01","10:41:59",false,"0.01"
4524688161,196780,"2026-08-01","10:42:00",false,"0.01"
4524688189,196779,"2026-08-01","10:42:01",false,"0.01"
4524688193,196785,"2026-08-01","10:42:02",false,"0.00"
4524688196,196789,"2026-08-01","10:42:02",false,"0.00"
4524688200,196762,"2026-08-01","10:42:02",false,"0.00"
4524688223,196731,"2026-08-01","10:42:03",false,"0.01"
4524688222,196780,"2026-08-01","10:42:03",false,"0.00"
4524688233,196785,"2026-08-01","10:42:04",false,"0.01"
4524688243,196756,"2026-08-01","10:42:05",false,"0.02"
4524688239,196779,"2026-08-01","10:42:05",false,"0.00"
4524688255,196762,"2026-08-01","10:42:06",false,"0.01"
4524688264,196725,"2026-08-01","10:42:07",false,"0.01"
4524688268,196756,"2026-08-01","10:42:07",false,"0.01"
4524688263,196739,"2026-08-01","10:42:07",false,"0.00"
4524688265,196732,"2026-08-01","10:42:07",false,"0.01"
4524688285,196793,"2026-08-01","10:42:08",false,"0.01"
4524688299,196732,"2026-08-01","10:42:09",false,"0.00"
4524688326,196732,"2026-08-01","10:42:11",false,"0.01"
4524688342,196730,"2026-08-01","10:42:12",false,"0.01"
4524688368,196732,"2026-08-01","10:42:13",false,"0.00"
