"ид_канала_данных","тип_инж_системы","тип_датчика","тег_инженерной_системы","название_датчика","ид_объект"
236790,Диспетчерский контроль,Переключатель,"854-1.1.16.8.",Управление В1 ПК175,5011
236789,Диспетчерский контроль,Состояние насоса,"854-1.1.16.6.",Н1 ПК177,5011
236794,Диспетчерский контроль,Состояние насоса,"854-1.1.17.7.",Н2 ПК177,5011
236792,Диспетчерский контроль,Состояние фазы,"854-1.1.17.4.",ОК1 Закрыт ПК175,5011
236793,Диспетчерский контроль,Состояние фазы,"854-1.1.17.5.",ОК1 Открыт ПК175,5011
236795,Диспетчерский контроль,Переключатель,"854-1.1.17.8.",Управление ШУ-ОК1 ПК175,5011
236784,Диспетчерский контроль,Состояние вентилятора,"854-1.1.15.3.",В2 ПК192,5011
236785,Диспетчерский контроль,Состояние фазы,"854-1.1.15.4.",ГРО1 ПК192 (ПК169-ПК192),5011
236786,Диспетчерский контроль,Переключатель,"854-1.1.15.8.",Управление В2 ПК192,5011
236780,Диспетчерский контроль,Состояние вентилятора,"854-1.1.14.3.",В3 ПК192,5011
236781,Диспетчерский контроль,Состояние фазы,"854-1.1.14.4.",ГРО2 ПК192 (ПК192-ПК223),5011
236782,Диспетчерский контроль,Переключатель,"854-1.1.14.8.",Управление В3 ПК192,5011
236737,Диспетчерский контроль,Состояние фазы,"854-1.1.4.2.",ГРО5 ПК274 (ПК278-ПК297),5011
236734,Диспетчерский контроль,Состояние вентилятора,"854-1.1.3.3.",В6 ПК294,5011
236735,Диспетчерский контроль,Переключатель,"854-1.1.3.8.",Управление В6 ПК294,5011
236749,Диспетчерский контроль,Переключатель,"854-1.1.7.8.",Управление ФТС1 ПК254 щит.,5011
236750,Диспетчерский контроль,Переключатель,"854-1.1.7.9.",Управление ФТС2 ПК254 щит.,5011
236747,Диспетчерский контроль,Состояние фазы,"854-1.1.7.3.",ФТС1 ПК254 щит.,5011
236748,Диспетчерский контроль,Состояние фазы,"854-1.1.7.5.",ФТС2 ПК254 щит.,5011
236739,Диспетчерский контроль,Состояние вентилятора,"854-1.1.5.3.",В5 ПК254,5011
236740,Диспетчерский контроль,Состояние фазы,"854-1.1.5.4.",ГРО4 ПК254 (ПК254-ПК278),5011
236741,Диспетчерский контроль,Переключатель,"854-1.1.5.8.",Управление В5 ПК254,5011
236743,Диспетчерский контроль,Состояние вентилятора,"854-1.1.6.3.",В4 ПК254,5011
236744,Диспетчерский контроль,Состояние фазы,"854-1.1.6.4.",ГРО3 ПК254 (ПК223-ПК254),5011
236745,Диспетчерский контроль,Переключатель,"854-1.1.6.8.",Управление В4 ПК254,5011
236773,Диспетчерский контроль,Состояние фазы,"854-1.1.12.4.",Ввод1 АВР ПК254 щит.,5011
236774,Диспетчерский контроль,Состояние фазы,"854-1.1.12.5.",Ввод2 АВР ПК254 щит.,5011
236775,Диспетчерский контроль,Переключатель,"854-1.1.12.8.",Управление ФРез1 ПК254 щит.,5011
236772,Диспетчерский контроль,Состояние фазы,"854-1.1.12.3.",ФРез1 ПК254 щит .,5011
236778,Диспетчерский контроль,Переключатель,"854-1.1.13.8.",Управление ФРез2 ПК254 щит.,5011
236777,Диспетчерский контроль,Состояние фазы,"854-1.1.13.3.",ФРез2 ПК254 щит.,5011
236764,Диспетчерский контроль,Переключатель,"854-1.1.10.8.",Управление ФРО1 ПК254 щит.,5011
236765,Диспетчерский контроль,Переключатель,"854-1.1.10.9.",Управление ФРО2 ПК254 щит.,5011
236762,Диспетчерский контроль,Состояние фазы,"854-1.1.10.3.",ФРО1 ПК254 щит.,5011
236763,Диспетчерский контроль,Состояние фазы,"854-1.1.10.5.",ФРО2 ПК254 щит.,5011
236753,Диспетчерский контроль,Состояние фазы,"854-1.1.8.4.",Ввод1 ПК254 щит.ЩАП-23,5011
236754,Диспетчерский контроль,Состояние фазы,"854-1.1.8.5.",Ввод2 ПК254 щит.ЩАП-23,5011
236752,Диспетчерский контроль,Состояние вентилятора,"854-1.1.8.3.",ВЩ ПК254 щит.,5011
236755,Диспетчерский контроль,Переключатель,"854-1.1.8.8.",Управление ВЩ ПК254 щит.,5011
236759,Диспетчерский контроль,Переключатель,"854-1.1.9.8.",Управление ФАО1 ПК254 щит.,5011
236760,Диспетчерский контроль,Переключатель,"854-1.1.9.9.",Управление ФАО2 ПК254 щит.,5011
236757,Диспетчерский контроль,Состояние фазы,"854-1.1.9.3.",ФАО1 ПК254 щит.,5011
236758,Диспетчерский контроль,Состояние фазы,"854-1.1.9.5.",ФАО2 ПК254 щит.,5011
236769,Диспетчерский контроль,Переключатель,"854-1.1.11.8.",Управление ФВ1 ПК254 щит.,5011
236770,Диспетчерский контроль,Переключатель,"854-1.1.11.9.",Управление ФВ2 ПК254 щит.,5011
236767,Диспетчерский контроль,Состояние фазы,"854-1.1.11.3.",ФВ1 ПК254 щит.,5011
236768,Диспетчерский контроль,Состояние фазы,"854-1.1.11.5.",ФВ2 ПК254 щит.,5011
212589,Пожарная охрана,Датчик дыма,"813-1.1.52.2.",ДД ПК345+2-ПК347+3 (6шт),5113
212240,Пожарная охрана,Датчик дыма,"813-1.1.19.8.",ДД ПК86 (6шт),5113
212591,Пожарная охрана,Датчик дыма,"813-1.1.52.4.",ДД ПК347+7-ПК350+5 (7шт),5113
212592,Пожарная охрана,Датчик дыма,"813-1.1.52.5.",ДД ПК351-ПК353+3 (6шт),5113
212241,Пожарная охрана,Датчик дыма,"813-1.1.19.9.",ДД ПК83+8-ПК85+7 (7шт),5113
213391,Диспетчерский контроль,Состояние охраны,"813-g1.",Охрана Зюзино,5113
213187,Пожарная охрана,Состояние УИР-Р,"813-1.1.150.2.",УСРСБ ПК336 Состояние речевого устройства,5113
212247,Охранная подсистема,Датчик движения,"813-1.1.20.2.",ОД ВШ ПК87+7,5113
213193,Пожарная охрана,Состояние УИР-Р,"813-1.1.151.2.",УСРСБ ПК347 Состояние речевого устройства,5113
212248,Температурная подсистема,Датчик температуры,"813-1.1.20.3.",Темп. ПК87,5113
212559,Пожарная охрана,Датчик дыма,"813-1.1.49.4.",ДД ПК313-ПК317 (10шт),5113
212560,Пожарная охрана,Датчик дыма,"813-1.1.49.5.",ДД ПК317+5-ПК321+8 (10шт),5113
212557,Диспетчерский контроль,Датчик затопления,"813-1.1.49.2.",Затопление ПК316,5113
212251,Пожарная охрана,Датчик дыма,"813-1.1.20.6.",ДД ПК89-ПК91 (5шт),5113
213175,Пожарная охрана,Состояние УИР-Р,"813-1.1.148.2.",УСРСБ ПК317 Состояние речевого устройства,5113
212547,Охранная подсистема,КД Дверь,"813-1.1.48.4.",КД дверь отс. ПК307,5113
212250,Пожарная охрана,Датчик дыма,"813-1.1.20.5.",ДД ПК86+9-ПК88+5 (7шт),5113
213037,Пожарная охрана,Состояние УИР-Р,"813-1.1.125.2.",УСРСБ ПК86 Состояние речевого устройства,5113
212545,Охранная подсистема,КД АВ,"813-1.1.48.2.",КД АВ ПК307,5113
212228,Пожарная охрана,Датчик дыма,"813-1.1.18.2.",ДД ПК75+7-ПК79+2 (8шт),5113
212546,Охранная подсистема,Датчик движения,"813-1.1.48.3.",ОД АВ ПК307,5113
212229,Пожарная охрана,Датчик дыма,"813-1.1.18.3.",ДД ПК79+8-ПК83+2 (8шт),5113
213031,Пожарная охрана,Состояние УИР-Р,"813-1.1.124.2.",УСРСБ ПК79 Состояние речевого устройства,5113
212551,Пожарная охрана,Датчик дыма,"813-1.1.48.9.",ДД ПК305-ПК307 (6шт),5113
212219,Охранная подсистема,КД Люк,"813-1.1.17.6.",КД люк ПК74,5113
212549,Пожарная охрана,Датчик дыма,"813-1.1.48.7.",ДД ПК307+6-ПК309+9 (6шт),5113
212550,Пожарная охрана,Датчик дыма,"813-1.1.48.8.",ДД ПК310+4-ПК312+6 (6шт),5113
213169,Пожарная охрана,Состояние УИР-Р,"813-1.1.147.2.",УСРСБ ПК307 Состояние речевого устройства,5113
212217,Охранная подсистема,КД Дверь,"813-1.1.17.4.",КД дверь отс. ПК72,5113
212215,Охранная подсистема,КД АВ,"813-1.1.17.2.",КД АВ ПК72-1,5113
212216,Охранная подсистема,Датчик движения,"813-1.1.17.3.",ОД АВ ПК72-1,5113
212218,Охранная подсистема,Датчик движения,"813-1.1.17.5.",ОД ВШ ПК73,5113
212222,Пожарная охрана,Датчик дыма,"813-1.1.17.9.",ДД ПК72+9-ПК75+3 (8шт),5113
212221,Пожарная охрана,Датчик дыма,"813-1.1.17.8.",ДД ПК67+5-ПК72 (10шт),5113
213025,Пожарная охрана,Состояние УИР-Р,"813-1.1.123.2.",УСРСБ ПК72 Состояние речевого устройства,5113
212205,Охранная подсистема,КД Люк,"813-1.1.16.2.",КД люк ПК63,5113
212208,Пожарная охрана,Датчик дыма,"813-1.1.16.5.",ДД ПК60+3-ПК63 (7шт),5113
212209,Пожарная охрана,Датчик дыма,"813-1.1.16.6.",ДД ПК63+5-ПК67+1 (9шт) ,5113
212206,Пожарная охрана,Датчик дыма,"813-1.1.16.3.",ДД ПК57+1-ПК59+3 (7шт),5113
212207,Пожарная охрана,Датчик дыма,"813-1.1.16.4.",ДД  ПК54+6-ПК56+7 (6шт),5113
213019,Пожарная охрана,Состояние УИР-Р,"813-1.1.122.2.",УСРСБ ПК61 Состояние речевого устройства,5113
212194,Охранная подсистема,КД АВ,"813-1.1.15.2.",КД АВ ПК50,5113
212198,Охранная подсистема,КД Дверь,"813-1.1.15.6.",КД дверь в ВК ПК50,5113
212195,Охранная подсистема,Датчик движения,"813-1.1.15.3.",ОД АВ ПК50,5113
212196,Температурная подсистема,Датчик температуры,"813-1.1.15.4.",Темп. ПК50,5113
212197,Пожарная охрана,Датчик дыма,"813-1.1.15.5.",ДД ПК50-ПК50+1 (5шт),5113
212199,Пожарная охрана,Датчик дыма,"813-1.1.15.7.",ДД ПК50+5-ПК54+2 (10шт),5113
213013,Пожарная охрана,Состояние УИР-Р,"813-1.1.121.2.",УСРСБ ПК50 Состояние речевого устройства,5113
212187,Охранная подсистема,КД Дверь,"813-1.1.14.5.",КД дверь отс. ПК50,5113
212188,Охранная подсистема,КД Люк,"813-1.1.14.6.",КД люк 4-с ПК45,5113
212186,Охранная подсистема,КД Люк,"813-1.1.14.4.",КД люк ПК44,5113
212828,Охранная подсистема,КД АВ,"813-1.1.75.2.",КД АВ ПК519,5113
212829,Охранная подсистема,Датчик движения,"813-1.1.75.3.",ОД АВ ПК519 ,5113
212184,Охранная подсистема,Датчик движения,"813-1.1.14.2.",ОД ВШ ПК49,5113
213313,Пожарная охрана,Состояние УИР-Р,"813-1.1.171.2.",УСРСБ ПК519 Состояние речевого устройства,5113
212185,Температурная подсистема,Датчик температуры,"813-1.1.14.3.",Темп. ПК49,5113
212830,Пожарная охрана,Датчик дыма,"813-1.1.75.4.",ДД ПК517-пк518+8 (5шт),5113
212190,Пожарная охрана,Датчик дыма,"813-1.1.14.8.",ДД ПК43+2- ПК45+6 ( 4шт),5113
212820,Охранная подсистема,КД Люк,"813-1.1.74.4.",КД люк ПК514+5,5113
212189,Пожарная охрана,Датчик дыма,"813-1.1.14.7.",ДД ПК46+1-ПК49 (7шт),5113
212818,Охранная подсистема,Датчик движения,"813-1.1.74.2.",ОД люк ПК515,5113
212176,Охранная подсистема,КД Дверь,"813-1.1.13.7.",КД дверь отс. ПК39,5113
212819,Охранная подсистема,Датчик движения,"813-1.1.74.3.",ОД ВК ПК514,5113
212174,Охранная подсистема,КД Дверь,"813-1.1.13.5.",КД дверь в ВК ПК39,5113
212821,Пожарная охрана,Датчик дыма,"813-1.1.74.5.",ДД ПК512+6-пк514+9 (10шт),5113
212822,Пожарная охрана,Датчик дыма,"813-1.1.74.6.",ДД ПК515+3-пк516+6 (4шт),5113
212171,Охранная подсистема,КД АВ,"813-1.1.13.2.",КД АВ ПК39,5113
213307,Пожарная охрана,Состояние УИР-Р,"813-1.1.170.2.",УСРСБ ПК515 Состояние речевого устройства,5113
212480,Пожарная охрана,Датчик дыма,"813-1.1.42.8.",ДД ПК302+1-пк305+5 (9шт),5113
212172,Охранная подсистема,Датчик движения,"813-1.1.13.3.",ОД АВ ПК39,5113
212810,Пожарная охрана,Датчик дыма,"813-1.1.73.2.",ДД ПК506+1-пк508+8 (7шт),5113
212452,Охранная подсистема,КД АВ,"813-1.1.40.2.",КД АВ ПК296,5113
212812,Пожарная охрана,Датчик дыма,"813-1.1.73.4.",ДД ПК509+2-пк512 (6шт),5113
212811,Пожарная охрана,Датчик дыма,"813-1.1.73.3.",ДД ПК503+2-пк505+7 (6шт),5113
213301,Пожарная охрана,Состояние УИР-Р,"813-1.1.169.2.",УСРСБ ПК509 Состояние речевого устройства,5113
212453,Охранная подсистема,Датчик движения,"813-1.1.40.3.",ОД АВ ПК296,5113
212789,Охранная подсистема,КД Дверь,"813-1.1.71.2.",КД дверь отс. ПК498,5113
212790,Охранная подсистема,КД Дверь,"813-1.1.71.3.",КД дверь в ВК ПК498 2эт.,5113
212456,Охранная подсистема,КД Дверь,"813-1.1.40.6.",КД дверь в ВК ПК296,5113
212795,Охранная подсистема,КД Дверь,"813-1.1.71.8.",КД дверь в ВК ПК498 3эт.,5113
212455,Пожарная охрана,Датчик дыма,"813-1.1.40.5.",ДД ПК296 (3шт),5113
212175,Охранная подсистема,Датчик движения,"813-1.1.13.6.",ОД ВШ ПК38+3,5113
212792,Охранная подсистема,КД АВ,"813-1.1.71.5.",КД АВ ПК498 3эт.,5113
212454,Температурная подсистема,Датчик температуры,"813-1.1.40.4.",Темп. ПК295+5,5113
212793,Охранная подсистема,Датчик движения,"813-1.1.71.6.",ОД АВ ПК498 3эт.,5113
212458,Пожарная охрана,Датчик дыма,"813-1.1.40.8.",ДД ПК291+2-ПК293+5 (7шт),5113
212796,Охранная подсистема,Датчик движения,"813-1.1.71.9.",ОД ВШ ПК498 3эт.,5113
212457,Пожарная охрана,Датчик дыма,"813-1.1.40.7.",ДД ПК294-ПК296+5 (6шт),5113
212173,Пожарная охрана,Датчик дыма,"813-1.1.13.4.",ДД ПК39 (3 шт.),5113
212791,Пожарная охрана,Датчик дыма,"813-1.1.71.4.",ДД ПК498 (6шт) 2эт.,5113
212794,Пожарная охрана,Датчик дыма,"813-1.1.71.7.",ДД ПК498 (6шт) 3эт.,5113
212467,Охранная подсистема,КД Дверь,"813-1.1.41.5.",КД дверь отс. ПК297,5113
212804,Пожарная охрана,Датчик дыма,"813-1.1.72.4.",ДД ПК500+8-пк502+8 (6шт),5113
212464,Охранная подсистема,Датчик движения,"813-1.1.41.2.",ОД ВШ ПК296+7,5113
212177,Пожарная охрана,Датчик дыма,"813-1.1.13.8.",ДД ПК35+9-ПК38+7 (7шт),5113
212803,Пожарная охрана,Датчик дыма,"813-1.1.72.3.",ДД ПК498-пк500+1 (6шт),5113
212802,Пожарная охрана,Датчик дыма,"813-1.1.72.2.",ДД ПК493+9-пк497+5 (10шт),5113
213295,Пожарная охрана,Состояние УИР-Р,"813-1.1.168.2.",УСРСБ ПК498 1эт. Состояние речевого устройства,5113
212465,Температурная подсистема,Датчик температуры,"813-1.1.41.3.",Темп. ПК297,5113
212178,Пожарная охрана,Датчик дыма,"813-1.1.13.9.",ДД ПК39-ПК42+7 (10шт),5113
213289,Пожарная охрана,Состояние УИР-Р,"813-1.1.167.2.",УСРСБ ПК498 3эт. Состояние речевого устройства,5113
212466,Охранная подсистема,Датчик движения,"813-1.1.41.4.",ОД ПК298+8,5113
213007,Пожарная охрана,Состояние УИР-Р,"813-1.1.120.2.",УСРСБ ПК39 Состояние речевого устройства,5113
212468,Пожарная охрана,Датчик дыма,"813-1.1.41.6.",ДД ПК296+7-ПК299+5 (8шт),5113
212469,Пожарная охрана,Датчик дыма,"813-1.1.41.7.",ДД ПК299+7-ПК301+6 (6шт),5113
213133,Пожарная охрана,Состояние УИР-Р,"813-1.1.141.2.",УСРСБ ПК305 Состояние речевого устройства,5113
212165,Пожарная охрана,Датчик дыма,"813-1.1.12.4.",ДД ПК33+3-ПК35+3 (6шт),5113
213283,Пожарная охрана,Состояние УИР-Р,"813-1.1.166.2.",УСРСБ ПК488 Состояние речевого устройства,5113
213127,Пожарная охрана,Состояние УИР-Р,"813-1.1.140.2.",УСРСБ ПК296 Состояние речевого устройства,5113
212164,Пожарная охрана,Датчик дыма,"813-1.1.12.3.",ДД ПК26+7-ПК28+8 (6шт),5113
212781,Пожарная охрана,Датчик дыма,"813-1.1.70.3.",ДД ПК482-пк484+5 (7шт),5113
212163,Пожарная охрана,Датчик дыма,"813-1.1.12.2.",ДД ПК29+2-ПК32+6 (7шт),5113
212783,Пожарная охрана,Датчик дыма,"813-1.1.70.5.",ДД ПК490+9-пк493+4 (6шт),5113
212443,Пожарная охрана,Датчик дыма,"813-1.1.39.3.",ДД ПК281+3-ПК284+2 (8шт),5113
213001,Пожарная охрана,Состояние УИР-Р,"813-1.1.119.2.",УСРСБ ПК33 Состояние речевого устройства,5113
212782,Пожарная охрана,Датчик дыма,"813-1.1.70.4.",ДД ПК488+2-пк490+5 (6шт),5113
212445,Пожарная охрана,Датчик дыма,"813-1.1.39.5.",ДД ПК284+6-ПК287+6 (7шт),5113
212780,Пожарная охрана,Датчик дыма,"813-1.1.70.2.",ДД ПК484+9-пк487+8 (7шт),5113
212446,Пожарная охрана,Датчик дыма,"813-1.1.39.6.",ДД ПК288-ПК290+7 (7шт),5113
212154,Охранная подсистема,Датчик движения,"813-1.1.11.2.",ОД ВШ ПК26Гал.ПК3+5,5113
212773,Пожарная охрана,Датчик дыма,"813-1.1.69.8.",ДД ПК476-пк478+6 (7шт),5113
212444,Пожарная охрана,Датчик дыма,"813-1.1.39.4.",ДД ПК278+3-ПК280+8 (6шт),5113
212774,Пожарная охрана,Датчик дыма,"813-1.1.69.9.",ДД ПК479+1-пк481+5 (6шт),5113
213121,Пожарная охрана,Состояние УИР-Р,"813-1.1.139.2.",УСРСБ ПК284 Состояние речевого устройства,5113
212770,Охранная подсистема,КД Дверь,"813-1.1.69.5.",КД дверь отс. ПК476,5113
212435,Охранная подсистема,КД Дверь,"813-1.1.38.4.",КД дверь отс. ПК272,5113
212155,Температурная подсистема,Датчик температуры,"813-1.1.11.3.",Темп. ПК26Гал.ПК2+5,5113
212757,Охранная подсистема,КД Люк,"813-1.1.68.5.",КД люк ПК476,5113
212421,Охранная подсистема,КД АВ,"813-1.1.37.2.",КД АВ ПК272,5113
212771,Температурная подсистема,Датчик температуры,"813-1.1.69.6.",Темп. ПК476 АНС,5113
212760,Охранная подсистема,КД АВ,"813-1.1.68.8.",КД АВ ПК476,5113
212763,Охранная подсистема,КД Дверь,"813-1.1.68.11.",КД дверь в ВК ПК476,5113
212422,Охранная подсистема,Датчик движения,"813-1.1.37.3.",ОД АВ ПК272,5113
212769,Охранная подсистема,КД Дверь,"813-1.1.69.4.",КД дверь в ВК ПК476,5113
212768,Диспетчерский контроль,Датчик затопления,"813-1.1.69.3.",Затопление АНС ПК476,5113
212425,Охранная подсистема,КД Дверь,"813-1.1.37.6.",КД дверь в ВК ПК272,5113
212759,Охранная подсистема,КД Дверь,"813-1.1.68.7.",КД дверь АНС ПК476,5113
212423,Температурная подсистема,Датчик температуры,"813-1.1.37.4.",Темп. ПК272,5113
212156,Пожарная охрана,Датчик дыма,"813-1.1.11.4.","ДД ПК26Гал.ПК0+1,5-ПК26Гал.ПК3+3 (9шт)",5113
212767,Охранная подсистема,Датчик движения,"813-1.1.69.2.",ОД ВШ ПК476,5113
212434,Температурная подсистема,Датчик температуры,"813-1.1.38.3.",Темп. ПК272+5,5113
212433,Охранная подсистема,Датчик движения,"813-1.1.38.2.",ОД ВШ ПК272+7,5113
212157,Охранная подсистема,Датчик движения,"813-1.1.11.5.",ОД ПК26+7,5113
212762,Пожарная охрана,Датчик дыма,"813-1.1.68.10.",ДД ПК476 АВ (3шт),5113
212424,Пожарная охрана,Датчик дыма,"813-1.1.37.5.",ДД ПК272 (3 шт.),5113
212995,Пожарная охрана,Состояние УИР-Р,"813-1.1.118.2.",УСРСБ ПК26 Состояние речевого устройства,5113
212758,Пожарная охрана,Датчик дыма,"813-1.1.68.6.",ДД ПК476 (9шт),5113
213115,Пожарная охрана,Состояние УИР-Р,"813-1.1.138.2.",УСРСБ ПК272 Состояние речевого устройства,5113
212142,Охранная подсистема,КД АВ,"813-1.1.10.2.",КД АВ ПК21,5113
213277,Пожарная охрана,Состояние УИР-Р,"813-1.1.165.2.",УСРСБ ПК476 2эт. Состояние речевого устройства,5113
212426,Пожарная охрана,Датчик дыма,"813-1.1.37.7.",ДД ПК269-ПК272 (8шт),5113
212146,Охранная подсистема,КД Дверь,"813-1.1.10.6.",КД дверь в ВК ПК21,5113
213271,Пожарная охрана,Состояние УИР-Р,"813-1.1.164.2.",УСРСБ ПК476 Состояние речевого устройства,5113
212761,Охранная подсистема,Датчик движения,"813-1.1.68.9.",ОД АВ ПК476+1,5113
212427,Пожарная охрана,Датчик дыма,"813-1.1.37.8.",ДД ПК266+3-ПК268+5 (6шт),5113
212143,Охранная подсистема,Датчик движения,"813-1.1.10.3.",ОД АВ ПК21,5113
212746,Охранная подсистема,КД АВ,"813-1.1.67.5.",КД АВ ПК475,5113
212436,Пожарная охрана,Датчик дыма,"813-1.1.38.5.",ДД ПК272+6-ПК275 (7шт),5113
212145,Пожарная охрана,Датчик дыма,"813-1.1.10.5.",ДД ПК21 (3 шт.),5113
213217,Пожарная охрана,Состояние УИР-Р,"813-1.1.155.2.",УСРСБ ПК387 Состояние речевого устройства,5113
212747,Охранная подсистема,Датчик движения,"813-1.1.67.6.",ОД АВ ПК475,5113
212437,Пожарная охрана,Датчик дыма,"813-1.1.38.6.",ДД ПК275+6-ПК278 (6шт),5113
212748,Пожарная охрана,Датчик дыма,"813-1.1.67.7.",ДД ПК474-ПК475 (5шт),5113
212413,Пожарная охрана,Датчик дыма,"813-1.1.36.3.",ДД ПК255+2-ПК257+5 (6шт),5113
212745,Пожарная охрана,Датчик дыма,"813-1.1.67.3.",ДД ВШ ПК474 (3шт),5113
212749,Пожарная охрана,Датчик дыма,"813-1.1.67.8.",ДД ПК472+2-пк475+6 (10шт),5113
213265,Пожарная охрана,Состояние УИР-Р,"813-1.1.163.2.",УСРСБ ПК475 Состояние речевого устройства,5113
212412,Пожарная охрана,Датчик дыма,"813-1.1.36.2.",ДД ПК257+9-ПК260+5 (7шт),5113
212144,Температурная подсистема,Датчик температуры,"813-1.1.10.4.",Темп. ПК21,5113
212735,Охранная подсистема,Датчик движения,"813-1.1.66.4.",ОД ПК476,5113
212414,Пожарная охрана,Датчик дыма,"813-1.1.36.4.",ДД ПК261-ПК263+1 (6шт),5113
212148,Пожарная охрана,Датчик дыма,"813-1.1.10.8.",ДД ПК24+1-ПК26+5 (7шт),5113
212739,Охранная подсистема,КД Дверь,"813-1.1.66.8.",КД дверь отс. ПК466+5,5113
212733,Охранная подсистема,Датчик движения,"813-1.1.66.2.",ОД ВШ ПК464+8,5113
212734,Температурная подсистема,Датчик температуры,"813-1.1.66.3.",Темп. ПК464+5,5113
212415,Пожарная охрана,Датчик дыма,"813-1.1.36.5.",ДД ПК263+5-ПК265+8 (6шт),5113
212147,Пожарная охрана,Датчик дыма,"813-1.1.10.7.",ДД ПК21+3-ПК23+7 (7шт),5113
212738,Пожарная охрана,Датчик дыма,"813-1.1.66.7.",ДД ПК466+9-пк471+9 (10шт),5113
212403,Охранная подсистема,КД Люк,"813-1.1.35.6.",КД люк ПК252,5113
212736,Пожарная охрана,Датчик дыма,"813-1.1.66.5.",ДД ПК463+1-пк467 (7шт),5113
212737,Пожарная охрана,Датчик дыма,"813-1.1.66.6.",ДД ПК459+6-пк462+5 (7шт),5113
212401,Охранная подсистема,КД Люк,"813-1.1.35.4.",КД люк ПК253,5113
212989,Пожарная охрана,Состояние УИР-Р,"813-1.1.117.2.",УСРСБ ПК21 Состояние речевого устройства,5113
213259,Пожарная охрана,Состояние УИР-Р,"813-1.1.162.2.",УСРСБ ПК465 Состояние речевого устройства,5113
212402,Охранная подсистема,КД Дверь,"813-1.1.35.5.",КД дверь отс. ПК249,5113
212135,Охранная подсистема,КД Дверь,"813-1.1.9.4.",КД дверь отс. ПК20+5,5113
212399,Охранная подсистема,Датчик движения,"813-1.1.35.2.",ОД ВШ ПК248+8,5113
212133,Охранная подсистема,Датчик движения,"813-1.1.9.2.",ОД ВШ ПК20+5,5113
212721,Охранная подсистема,Датчик движения,"813-1.1.65.2.",ОД ПК449+2,5113
212400,Температурная подсистема,Датчик температуры,"813-1.1.35.3.",Темп. ПК249+5,5113
212134,Температурная подсистема,Датчик температуры,"813-1.1.9.3.",Темп. ПК20+5,5113
212725,Пожарная охрана,Датчик дыма,"813-1.1.65.6.",ДД ПК447+5-пк450 (6шт),5113
212404,Пожарная охрана,Датчик дыма,"813-1.1.35.7.",ДД ПК245-ПК249 (9шт),5113
212724,Пожарная охрана,Датчик дыма,"813-1.1.65.5.",ДД ПК450+4-пк452+9 (6шт),5113
212405,Пожарная охрана,Датчик дыма,"813-1.1.35.8.",ДД ПК249+4-ПК252+3 (7шт),5113
212136,Пожарная охрана,Датчик дыма,"813-1.1.9.5.",ДД ПК16+8-ПК20+5 (10шт),5113
212726,Пожарная охрана,Датчик дыма,"813-1.1.65.7.",ДД ПК453+4-пк456+1 (7шт),5113
212406,Пожарная охрана,Датчик дыма,"813-1.1.35.9.",ДД пк252+6-пк254+7 (6шт),5113
212105,Охранная подсистема,КД Дверь,"813-1.1.6.4.",КД дверь отс. ПК2,5113
212727,Пожарная охрана,Датчик дыма,"813-1.1.65.8.",ДД ПК456+5-пк459+1 (7шт),5113
212392,Охранная подсистема,КД Дверь,"813-1.1.34.9.",КД дверь в ВК ПК249,5113
212114,Охранная подсистема,КД АВ,"813-1.1.7.2.",КД АВ ПК2,5113
213253,Пожарная охрана,Состояние УИР-Р,"813-1.1.161.2.",УСРСБ ПК452 Состояние речевого устройства,5113
212388,Охранная подсистема,КД АВ,"813-1.1.34.5.",КД АВ ПК249,5113
212118,Охранная подсистема,КД Дверь,"813-1.1.7.6.",КД дверь в ВК ПК2,5113
212701,Охранная подсистема,КД Дверь,"813-1.1.63.4.",КД дверь отс. ПК441,5113
212713,Охранная подсистема,КД Дверь,"813-1.1.64.5.",КД дверь отс. в ВК ПК441,5113
212389,Охранная подсистема,Датчик движения,"813-1.1.34.6.",ОД АВ ПК249,5113
212710,Охранная подсистема,КД АВ,"813-1.1.64.2.",КД АВ ПК441,5113
212711,Охранная подсистема,Датчик движения,"813-1.1.64.3.",ОД АВ ПК441,5113
212391,Пожарная охрана,Датчик дыма,"813-1.1.34.8.","ДД ПК249 Э/Щ(3шт), ВК(3шт)",5113
212115,Охранная подсистема,Датчик движения,"813-1.1.7.3.",ОД АВ ПК1+5,5113
212714,Охранная подсистема,Датчик движения,"813-1.1.64.6.",ОД ВШ ПК441,5113
212712,Пожарная охрана,Датчик дыма,"813-1.1.64.4.",ДД ПК441 (6шт),5113
212699,Температурная подсистема,Датчик температуры,"813-1.1.63.2.",Темп. ПК440+5,5113
212390,Температурная подсистема,Датчик температуры,"813-1.1.34.7.",Темп. ПК249,5113
212700,Температурная подсистема,Датчик температуры,"813-1.1.63.3.",Темп. ПК441+5,5113
212393,Охранная подсистема,КД Дверь,"813-1.1.34.10.",КД дверь ПК249 щитовая,5113
213247,Пожарная охрана,Состояние УИР-Р,"813-1.1.160.2.",УСРСБ ПК441 Состояние речевого устройства,5113
213109,Пожарная охрана,Состояние УИР-Р,"813-1.1.137.2.",УСРСБ ПК261 Состояние речевого устройства,5113
212703,Пожарная охрана,Датчик дыма,"813-1.1.63.6.",ДД ПК441+2-пк443+9 (7шт),5113
